Region,MetropolitanStatus,Exper,Educ,WeeklyEarnings
South,MetropolitanArea,37,7,232.67
Midwest,NotMetropolitanArea,42,12,1421.65
West,NotMetropolitanArea,17,14,549.62
South,NotMetropolitanArea,30,13,468.33
Northeast,MetropolitanArea,21,9,569.8
Midwest,MetropolitanArea,13,16,347.22
West,MetropolitanArea,5,11,246.91
South,MetropolitanArea,5,16,522.32
Midwest,NotMetropolitanArea,18,12,118.71
South,MetropolitanArea,12,15,854.7
Northeast,MetropolitanArea,0,12,274.35
South,NotMetropolitanArea,19,12,593.54
West,NotMetropolitanArea,23,13,1077.44
Northeast,MetropolitanArea,15,18,1258.31
Midwest,MetropolitanArea,4,12,130.58
South,NotMetropolitanArea,35,8,99.72
West,MetropolitanArea,12,18,2374.15
South,NotMetropolitanArea,7,12,356.13
South,MetropolitanArea,9,12,289.79
South,MetropolitanArea,13,18,1305.79
South,NotMetropolitanArea,12,16,925.93
Midwest,NotMetropolitanArea,38,12,593.54
Northeast,MetropolitanArea,19,13,617.28
Northeast,MetropolitanArea,24,12,1111.11
Midwest,MetropolitanArea,34,14,1519.47
South,MetropolitanArea,43,12,237.42
Northeast,MetropolitanArea,9,12,641.03
West,MetropolitanArea,33,18,759.73
South,NotMetropolitanArea,23,16,598.29
Northeast,MetropolitanArea,20,12,997.15
Northeast,NotMetropolitanArea,5,12,712.25
South,NotMetropolitanArea,29,9,379.87
West,MetropolitanArea,14,18,2374.15
South,NotMetropolitanArea,9,16,403.61
Midwest,NotMetropolitanArea,21,12,208.93
West,MetropolitanArea,5,16,293.94
Midwest,MetropolitanArea,38,12,954.2
West,MetropolitanArea,23,12,284.9
Northeast,MetropolitanArea,16,16,1489.46
Northeast,MetropolitanArea,34,12,830.96
Midwest,MetropolitanArea,42,8,629.32
Midwest,MetropolitanArea,4,12,403.61
South,MetropolitanArea,22,18,1543.21
South,MetropolitanArea,13,12,751.48
South,MetropolitanArea,15,14,569.8
Northeast,MetropolitanArea,5,15,712.25
South,MetropolitanArea,12,16,867.21
West,MetropolitanArea,5,15,332.38
Northeast,MetropolitanArea,12,12,546.06
West,NotMetropolitanArea,9,14,878.44
South,MetropolitanArea,5,16,569.8
West,MetropolitanArea,11,14,284.9
South,MetropolitanArea,24,6,370.37
Northeast,MetropolitanArea,24,18,1661.92
South,NotMetropolitanArea,6,12,351.38
West,MetropolitanArea,12,16,726.22
Northeast,MetropolitanArea,20,12,1424.5
Midwest,MetropolitanArea,3,9,150.62
Midwest,MetropolitanArea,29,12,892.69
West,MetropolitanArea,29,16,522.32
Northeast,MetropolitanArea,21,9,586.42
South,MetropolitanArea,27,12,611.42
South,MetropolitanArea,48,3,356.13
West,MetropolitanArea,32,18,1044.63
Northeast,MetropolitanArea,3,12,308.64
Northeast,MetropolitanArea,24,7,474.83
Northeast,MetropolitanArea,8,11,712.25
South,NotMetropolitanArea,6,12,214.86
South,MetropolitanArea,29,12,1163.34
South,MetropolitanArea,8,12,736.66
South,MetropolitanArea,12,18,925.93
Northeast,MetropolitanArea,22,12,712.25
Northeast,MetropolitanArea,38,16,949.67
South,MetropolitanArea,23,12,435.73
Northeast,MetropolitanArea,8,14,332.38
Midwest,NotMetropolitanArea,3,9,308.64
Midwest,NotMetropolitanArea,29,13,973.41
South,MetropolitanArea,22,16,2374.15
South,MetropolitanArea,11,9,111.11
South,MetropolitanArea,4,16,652.9
South,MetropolitanArea,14,12,949.67
Midwest,NotMetropolitanArea,15,12,581.67
South,MetropolitanArea,6,15,474.83
Midwest,NotMetropolitanArea,15,14,593.54
West,NotMetropolitanArea,0,12,74.07
Midwest,MetropolitanArea,30,12,558.5
South,MetropolitanArea,6,13,284.9
South,MetropolitanArea,7,12,546.06
Midwest,MetropolitanArea,0,13,227.67
South,NotMetropolitanArea,30,16,712.25
West,MetropolitanArea,31,15,759.73
South,MetropolitanArea,7,14,268.38
Midwest,NotMetropolitanArea,4,12,222.22
Northeast,MetropolitanArea,30,18,735.99
Midwest,MetropolitanArea,42,12,514.4
Northeast,MetropolitanArea,11,17,515.19
Midwest,NotMetropolitanArea,4,12,296.3
Midwest,MetropolitanArea,32,15,1424.5
Midwest,MetropolitanArea,23,17,2374.15
South,MetropolitanArea,13,13,493.83
West,MetropolitanArea,33,12,688.51
South,MetropolitanArea,43,12,474.83
Northeast,MetropolitanArea,32,15,1024.41
Midwest,NotMetropolitanArea,20,18,807.22
Midwest,MetropolitanArea,22,14,819.09
West,NotMetropolitanArea,14,3,154.32
Midwest,MetropolitanArea,34,16,783.48
Midwest,MetropolitanArea,43,12,593.54
South,MetropolitanArea,27,16,1899.34
Midwest,MetropolitanArea,12,14,546.06
Midwest,MetropolitanArea,24,7,1115.86
South,MetropolitanArea,11,12,455.27
South,NotMetropolitanArea,3,12,246.91
South,NotMetropolitanArea,3,16,1661.92
Midwest,MetropolitanArea,7,12,428.84
Midwest,MetropolitanArea,26,10,474.83
Midwest,NotMetropolitanArea,11,12,522.32
Northeast,MetropolitanArea,30,14,1495.73
South,NotMetropolitanArea,29,9,569.8
Northeast,MetropolitanArea,11,10,246.91
Northeast,MetropolitanArea,18,16,1020.89
West,MetropolitanArea,5,12,244.34
Midwest,MetropolitanArea,21,18,771.6
Northeast,MetropolitanArea,17,12,1163.34
South,NotMetropolitanArea,0,14,284.9
West,MetropolitanArea,52,0,237.42
Midwest,MetropolitanArea,3,15,237.42
West,MetropolitanArea,36,16,830.96
South,MetropolitanArea,14,12,522.32
West,MetropolitanArea,26,15,1258.31
Midwest,MetropolitanArea,6,18,664.77
Northeast,MetropolitanArea,41,13,356.13
Midwest,NotMetropolitanArea,29,16,1661.92
Midwest,MetropolitanArea,20,12,641.03
West,NotMetropolitanArea,10,14,664.77
West,MetropolitanArea,27,12,1092.12
South,MetropolitanArea,12,12,543.21
South,MetropolitanArea,30,16,1377.02
West,MetropolitanArea,12,16,854.7
Midwest,MetropolitanArea,12,16,794.63
Midwest,MetropolitanArea,5,12,240.89
South,MetropolitanArea,20,12,593.54
West,MetropolitanArea,13,12,306.27
Northeast,MetropolitanArea,11,12,1068.38
West,MetropolitanArea,15,12,522.32
Northeast,MetropolitanArea,21,12,356.13
West,MetropolitanArea,18,12,277.78
West,MetropolitanArea,26,14,351.85
Northeast,MetropolitanArea,27,15,427.35
Midwest,MetropolitanArea,10,14,462.96
South,MetropolitanArea,18,12,569.8
Northeast,MetropolitanArea,51,8,284.9
Midwest,MetropolitanArea,14,13,724.12
Northeast,MetropolitanArea,14,16,796.51
South,MetropolitanArea,17,14,296.3
Midwest,NotMetropolitanArea,12,12,593.54
South,NotMetropolitanArea,20,18,1424.5
West,NotMetropolitanArea,4,15,268.28
South,NotMetropolitanArea,38,8,324.89
South,MetropolitanArea,6,11,451.09
Midwest,MetropolitanArea,26,12,284.9
West,MetropolitanArea,1,12,197.53
South,MetropolitanArea,40,12,522.32
Midwest,NotMetropolitanArea,16,12,426.92
West,MetropolitanArea,7,12,830.96
South,MetropolitanArea,12,12,776.35
West,MetropolitanArea,38,16,864.2
Northeast,NotMetropolitanArea,36,17,1045.13
Northeast,MetropolitanArea,38,7,356.13
South,NotMetropolitanArea,0,16,200.2
West,NotMetropolitanArea,19,12,356.13
West,MetropolitanArea,18,18,1400.76
Northeast,MetropolitanArea,10,11,593.54
Northeast,MetropolitanArea,33,13,1020.89
Northeast,MetropolitanArea,20,12,474.83
Northeast,MetropolitanArea,7,14,764.26
Midwest,NotMetropolitanArea,14,12,641.03
South,MetropolitanArea,46,12,983.8
South,MetropolitanArea,26,14,466.62
South,MetropolitanArea,22,16,712.25
South,MetropolitanArea,18,12,246.91
West,NotMetropolitanArea,46,10,427.35
South,MetropolitanArea,31,16,1424.5
West,MetropolitanArea,40,12,1056.51
South,MetropolitanArea,10,12,225.55
Northeast,MetropolitanArea,9,12,481.48
West,NotMetropolitanArea,24,14,395.06
South,MetropolitanArea,23,9,237.42
West,NotMetropolitanArea,21,14,617.28
West,MetropolitanArea,35,12,830.96
Northeast,MetropolitanArea,9,16,664.77
South,MetropolitanArea,38,12,331.05
Northeast,MetropolitanArea,3,16,783.48
Midwest,MetropolitanArea,9,12,331.48
Northeast,MetropolitanArea,36,10,664.77
South,NotMetropolitanArea,29,10,270.08
West,MetropolitanArea,10,16,593.54
Northeast,MetropolitanArea,18,13,914.06
Northeast,NotMetropolitanArea,17,14,422.6
West,MetropolitanArea,7,12,610.07
Midwest,MetropolitanArea,24,12,474.83
South,MetropolitanArea,20,12,712.25
Midwest,MetropolitanArea,22,12,593.54
Midwest,MetropolitanArea,7,18,1068.38
South,NotMetropolitanArea,16,16,439.22
West,NotMetropolitanArea,26,16,427.35
Northeast,MetropolitanArea,10,12,783.48
Northeast,MetropolitanArea,25,18,2374.15
South,MetropolitanArea,34,12,807.22
West,MetropolitanArea,4,14,229.53
Midwest,MetropolitanArea,34,12,265.89
West,NotMetropolitanArea,41,18,746.48
South,NotMetropolitanArea,22,12,569.8
West,MetropolitanArea,7,12,700.38
West,MetropolitanArea,13,12,328.58
West,MetropolitanArea,12,12,356.13
South,NotMetropolitanArea,23,11,379.87
West,NotMetropolitanArea,17,14,1388.89
Midwest,MetropolitanArea,19,16,1353.28
Midwest,MetropolitanArea,39,14,712.25
West,MetropolitanArea,22,1,118.71
West,MetropolitanArea,23,12,451.09
West,MetropolitanArea,18,16,641.98
Midwest,MetropolitanArea,34,12,712.25
South,MetropolitanArea,7,12,332.38
Northeast,MetropolitanArea,37,9,474.83
West,MetropolitanArea,42,11,262.11
Midwest,NotMetropolitanArea,11,12,808.1
Midwest,MetropolitanArea,21,12,1709.4
Midwest,MetropolitanArea,15,12,498.58
South,NotMetropolitanArea,28,3,593.54
Midwest,NotMetropolitanArea,27,9,473.25
Northeast,MetropolitanArea,32,12,572.86
Northeast,NotMetropolitanArea,40,12,961.54
Northeast,MetropolitanArea,11,16,740.74
Midwest,NotMetropolitanArea,7,14,237.42
South,NotMetropolitanArea,41,14,759.73
Northeast,MetropolitanArea,18,16,1543.21
Midwest,MetropolitanArea,22,17,823.05
Northeast,MetropolitanArea,18,16,99.72
West,MetropolitanArea,6,16,666.43
Northeast,MetropolitanArea,7,12,925.93
Northeast,MetropolitanArea,27,12,252.53
Northeast,NotMetropolitanArea,14,18,587.89
South,MetropolitanArea,14,14,712.25
Northeast,MetropolitanArea,35,12,569.8
South,NotMetropolitanArea,20,18,1187.08
Midwest,NotMetropolitanArea,27,11,415.0
Midwest,NotMetropolitanArea,15,12,498.58
West,MetropolitanArea,26,12,807.22
South,NotMetropolitanArea,7,14,327.16
West,MetropolitanArea,10,11,308.64
Midwest,NotMetropolitanArea,39,18,949.67
Midwest,MetropolitanArea,39,12,842.83
Midwest,NotMetropolitanArea,6,13,254.51
Northeast,MetropolitanArea,24,18,1424.5
South,NotMetropolitanArea,20,12,379.87
West,MetropolitanArea,27,15,901.02
Midwest,MetropolitanArea,6,12,925.93
Northeast,MetropolitanArea,15,16,546.06
South,MetropolitanArea,1,12,166.19
West,NotMetropolitanArea,16,11,514.4
West,MetropolitanArea,5,12,493.83
West,MetropolitanArea,5,16,605.41
Northeast,MetropolitanArea,13,16,759.73
Northeast,MetropolitanArea,3,16,830.96
South,NotMetropolitanArea,11,18,427.35
South,MetropolitanArea,15,6,175.58
Midwest,MetropolitanArea,19,16,1780.63
South,NotMetropolitanArea,38,14,441.0
Northeast,MetropolitanArea,30,18,1214.41
South,MetropolitanArea,6,12,225.55
Midwest,MetropolitanArea,1,12,237.42
South,MetropolitanArea,32,11,307.38
West,NotMetropolitanArea,15,16,498.58
South,NotMetropolitanArea,17,12,593.54
West,MetropolitanArea,45,12,377.8
West,MetropolitanArea,3,13,166.83
Midwest,MetropolitanArea,0,12,185.19
West,MetropolitanArea,14,14,352.73
Northeast,MetropolitanArea,31,12,771.6
South,NotMetropolitanArea,21,10,864.2
South,MetropolitanArea,47,10,295.31
Midwest,NotMetropolitanArea,22,15,593.54
South,NotMetropolitanArea,32,12,379.87
Midwest,NotMetropolitanArea,5,12,712.25
West,MetropolitanArea,9,14,284.9
Northeast,MetropolitanArea,7,16,641.03
West,MetropolitanArea,32,14,593.54
Midwest,MetropolitanArea,30,15,1532.55
Midwest,MetropolitanArea,34,12,552.94
Northeast,MetropolitanArea,1,16,77.16
South,MetropolitanArea,17,12,474.83
Northeast,MetropolitanArea,4,12,522.32
Midwest,NotMetropolitanArea,4,14,358.97
Northeast,MetropolitanArea,43,3,593.54
Northeast,MetropolitanArea,29,16,1305.79
Midwest,MetropolitanArea,17,12,374.23
Northeast,MetropolitanArea,26,12,783.48
West,NotMetropolitanArea,9,12,602.47
South,MetropolitanArea,15,14,843.18
Northeast,MetropolitanArea,23,16,1992.14
South,MetropolitanArea,1,12,198.77
South,MetropolitanArea,16,18,1068.38
South,MetropolitanArea,3,12,282.19
South,MetropolitanArea,5,8,169.98
South,MetropolitanArea,16,16,949.67
Midwest,NotMetropolitanArea,10,14,593.54
South,NotMetropolitanArea,38,9,197.77
Midwest,MetropolitanArea,6,14,308.64
South,MetropolitanArea,15,18,949.67
Northeast,NotMetropolitanArea,22,12,433.51
South,MetropolitanArea,9,12,323.65
Midwest,MetropolitanArea,17,11,712.25
South,MetropolitanArea,22,12,1044.63
South,NotMetropolitanArea,4,12,255.56
South,MetropolitanArea,12,6,61.73
South,NotMetropolitanArea,21,15,1068.38
Northeast,MetropolitanArea,8,18,1187.08
West,MetropolitanArea,21,16,949.67
West,MetropolitanArea,33,12,308.64
West,NotMetropolitanArea,4,12,141.46
Midwest,NotMetropolitanArea,23,16,902.18
South,MetropolitanArea,5,11,356.13
Northeast,MetropolitanArea,12,17,2992.51
South,NotMetropolitanArea,28,10,284.9
Midwest,NotMetropolitanArea,35,8,598.29
South,NotMetropolitanArea,1,12,255.14
South,MetropolitanArea,34,18,1187.08
Northeast,MetropolitanArea,43,5,334.88
Northeast,MetropolitanArea,5,16,603.04
Northeast,MetropolitanArea,9,12,385.8
Midwest,NotMetropolitanArea,14,12,807.22
South,MetropolitanArea,1,18,501.54
South,MetropolitanArea,17,12,580.97
Northeast,MetropolitanArea,2,12,214.71
South,NotMetropolitanArea,42,11,522.32
South,MetropolitanArea,12,14,268.28
South,MetropolitanArea,13,11,664.77
South,MetropolitanArea,34,13,749.41
Midwest,MetropolitanArea,21,10,308.64
South,MetropolitanArea,29,14,522.32
South,NotMetropolitanArea,8,14,237.42
South,MetropolitanArea,6,12,522.32
West,MetropolitanArea,11,13,142.45
South,MetropolitanArea,2,15,356.13
West,MetropolitanArea,9,12,569.8
South,MetropolitanArea,15,12,807.22
South,MetropolitanArea,9,16,957.83
Northeast,MetropolitanArea,36,12,1163.34
Midwest,NotMetropolitanArea,5,12,296.77
West,MetropolitanArea,17,16,565.05
Midwest,MetropolitanArea,0,12,142.45
South,NotMetropolitanArea,11,13,269.06
West,MetropolitanArea,23,18,1329.53
South,MetropolitanArea,5,16,973.41
Midwest,MetropolitanArea,1,16,370.37
Northeast,MetropolitanArea,45,12,498.58
Northeast,NotMetropolitanArea,36,12,688.51
West,MetropolitanArea,18,17,484.14
Midwest,NotMetropolitanArea,18,18,569.8
South,MetropolitanArea,46,12,688.51
West,MetropolitanArea,41,16,712.25
South,MetropolitanArea,8,16,650.52
West,MetropolitanArea,19,16,379.87
Northeast,MetropolitanArea,18,18,783.48
Northeast,MetropolitanArea,6,7,617.28
Northeast,MetropolitanArea,41,10,555.56
South,NotMetropolitanArea,37,8,688.51
Northeast,MetropolitanArea,47,4,354.32
South,MetropolitanArea,15,17,498.58
West,MetropolitanArea,9,12,1089.74
Midwest,MetropolitanArea,4,12,213.68
Midwest,MetropolitanArea,22,14,593.54
Midwest,MetropolitanArea,20,12,830.96
Northeast,MetropolitanArea,51,12,2136.75
South,MetropolitanArea,11,16,1305.79
South,MetropolitanArea,7,12,262.89
Northeast,MetropolitanArea,14,12,370.37
Northeast,MetropolitanArea,13,11,522.32
South,MetropolitanArea,27,12,712.25
Northeast,MetropolitanArea,8,12,617.28
Midwest,MetropolitanArea,24,18,1377.02
Northeast,NotMetropolitanArea,33,11,712.25
Northeast,MetropolitanArea,19,16,1424.5
West,NotMetropolitanArea,17,16,854.7
South,NotMetropolitanArea,9,15,353.21
South,MetropolitanArea,31,16,123.46
West,MetropolitanArea,24,14,650.65
Midwest,NotMetropolitanArea,13,13,397.67
South,MetropolitanArea,18,16,339.51
West,MetropolitanArea,19,16,759.73
Northeast,MetropolitanArea,27,14,878.44
Midwest,MetropolitanArea,26,18,1068.38
Northeast,NotMetropolitanArea,32,12,546.06
Midwest,MetropolitanArea,20,16,590.57
Northeast,MetropolitanArea,10,14,949.67
Northeast,MetropolitanArea,9,16,807.22
South,MetropolitanArea,5,12,284.9
South,MetropolitanArea,45,8,771.6
South,MetropolitanArea,13,12,556.77
Northeast,MetropolitanArea,12,14,914.06
Northeast,MetropolitanArea,31,12,759.73
Midwest,MetropolitanArea,12,12,503.32
Northeast,MetropolitanArea,12,12,899.81
Midwest,MetropolitanArea,23,12,522.32
South,MetropolitanArea,10,15,830.96
Northeast,MetropolitanArea,3,12,1172.84
Midwest,MetropolitanArea,3,16,451.09
South,NotMetropolitanArea,3,13,474.83
West,MetropolitanArea,19,12,170.94
West,MetropolitanArea,22,6,237.42
Midwest,MetropolitanArea,12,12,586.42
Northeast,NotMetropolitanArea,31,16,1010.1
Midwest,MetropolitanArea,5,17,712.25
West,MetropolitanArea,26,16,1068.38
South,MetropolitanArea,29,16,1661.92
Midwest,MetropolitanArea,9,18,1187.08
West,MetropolitanArea,47,8,356.13
South,MetropolitanArea,35,12,712.25
West,MetropolitanArea,12,14,592.59
South,MetropolitanArea,18,12,688.51
South,NotMetropolitanArea,12,10,226.76
Midwest,MetropolitanArea,20,12,902.18
South,MetropolitanArea,13,12,178.06
South,MetropolitanArea,12,18,498.58
South,MetropolitanArea,18,12,403.61
Midwest,MetropolitanArea,14,15,664.77
Midwest,NotMetropolitanArea,7,12,664.77
South,MetropolitanArea,9,12,764.48
Northeast,MetropolitanArea,45,11,949.67
South,MetropolitanArea,23,12,168.35
Midwest,MetropolitanArea,33,12,569.8
Midwest,NotMetropolitanArea,15,12,63.49
West,MetropolitanArea,1,13,296.3
West,MetropolitanArea,41,12,246.91
Midwest,MetropolitanArea,18,15,503.99
Midwest,MetropolitanArea,8,12,182.72
Northeast,MetropolitanArea,16,12,759.73
Northeast,MetropolitanArea,10,18,432.1
South,MetropolitanArea,13,11,308.64
Midwest,NotMetropolitanArea,34,12,949.67
Northeast,MetropolitanArea,43,12,1139.6
Northeast,NotMetropolitanArea,4,12,854.7
Midwest,MetropolitanArea,4,12,284.9
West,MetropolitanArea,11,12,462.96
South,NotMetropolitanArea,25,12,688.51
South,NotMetropolitanArea,29,15,427.35
Midwest,NotMetropolitanArea,18,12,726.5
South,MetropolitanArea,56,0,222.22
Northeast,MetropolitanArea,1,12,237.42
Midwest,MetropolitanArea,21,13,705.13
Northeast,MetropolitanArea,10,12,997.15
Northeast,MetropolitanArea,31,2,723.03
Northeast,NotMetropolitanArea,5,14,434.47
West,MetropolitanArea,12,9,298.59
South,MetropolitanArea,4,18,498.58
Northeast,MetropolitanArea,20,18,830.96
Northeast,MetropolitanArea,2,12,209.64
Midwest,MetropolitanArea,14,12,474.83
Midwest,NotMetropolitanArea,18,13,332.38
Northeast,NotMetropolitanArea,34,16,733.62
Northeast,NotMetropolitanArea,27,12,534.19
Midwest,MetropolitanArea,37,12,769.23
West,NotMetropolitanArea,41,12,728.89
South,MetropolitanArea,13,15,712.25
West,NotMetropolitanArea,18,12,493.83
South,MetropolitanArea,12,12,189.93
Midwest,MetropolitanArea,7,14,223.27
West,MetropolitanArea,23,14,1139.6
Northeast,MetropolitanArea,11,14,474.83
West,MetropolitanArea,8,17,154.32
Northeast,NotMetropolitanArea,27,13,546.06
South,MetropolitanArea,23,16,1282.05
Northeast,NotMetropolitanArea,7,12,237.42
Northeast,MetropolitanArea,7,12,593.54
South,MetropolitanArea,8,10,285.49
Midwest,MetropolitanArea,20,14,406.17
Northeast,NotMetropolitanArea,17,15,216.05
Midwest,NotMetropolitanArea,26,12,474.83
Northeast,NotMetropolitanArea,16,18,95.06
South,MetropolitanArea,33,18,1329.53
South,NotMetropolitanArea,24,8,371.6
West,MetropolitanArea,18,16,938.27
Midwest,MetropolitanArea,1,12,391.74
Northeast,MetropolitanArea,9,12,569.8
South,MetropolitanArea,10,16,1111.11
South,MetropolitanArea,17,13,336.7
West,MetropolitanArea,40,9,759.73
West,NotMetropolitanArea,22,12,200.0
South,MetropolitanArea,5,16,714.39
Midwest,MetropolitanArea,10,16,712.25
Midwest,MetropolitanArea,19,16,712.25
Midwest,MetropolitanArea,11,16,1590.69
West,NotMetropolitanArea,0,13,161.03
Northeast,MetropolitanArea,5,12,664.77
Midwest,MetropolitanArea,7,12,415.48
Midwest,MetropolitanArea,6,12,166.19
South,MetropolitanArea,44,12,1187.08
South,NotMetropolitanArea,39,12,173.31
South,NotMetropolitanArea,7,12,237.42
South,NotMetropolitanArea,21,12,807.22
Midwest,MetropolitanArea,3,18,878.44
South,MetropolitanArea,7,12,1385.46
Midwest,MetropolitanArea,6,14,427.35
West,MetropolitanArea,37,9,546.06
West,MetropolitanArea,11,12,321.5
Midwest,MetropolitanArea,9,12,664.77
Midwest,MetropolitanArea,22,12,569.8
Midwest,MetropolitanArea,6,17,1163.34
South,MetropolitanArea,8,12,569.8
West,MetropolitanArea,8,16,237.42
West,MetropolitanArea,21,12,516.05
Northeast,NotMetropolitanArea,3,11,1353.28
Midwest,MetropolitanArea,27,13,1155.15
Midwest,NotMetropolitanArea,19,12,478.4
Midwest,MetropolitanArea,2,12,193.73
South,MetropolitanArea,20,14,688.51
West,NotMetropolitanArea,11,16,391.74
South,MetropolitanArea,2,15,246.91
South,NotMetropolitanArea,30,12,794.73
South,NotMetropolitanArea,0,16,444.72
Northeast,MetropolitanArea,6,12,237.42
West,MetropolitanArea,17,12,878.44
Northeast,MetropolitanArea,42,18,949.67
South,MetropolitanArea,15,11,416.55
West,MetropolitanArea,8,16,951.45
South,MetropolitanArea,18,15,1282.05
South,NotMetropolitanArea,23,12,569.8
South,MetropolitanArea,9,9,185.19
Midwest,MetropolitanArea,35,14,830.96
Northeast,MetropolitanArea,11,16,830.96
South,MetropolitanArea,25,12,759.73
West,MetropolitanArea,2,16,498.58
West,MetropolitanArea,25,16,1543.21
West,MetropolitanArea,9,16,427.35
Midwest,MetropolitanArea,35,16,949.67
Midwest,NotMetropolitanArea,7,12,154.85
West,NotMetropolitanArea,16,12,451.09
Northeast,MetropolitanArea,24,12,474.83
West,MetropolitanArea,13,16,705.13
West,NotMetropolitanArea,13,12,505.05
South,NotMetropolitanArea,32,8,758.38
South,NotMetropolitanArea,41,10,878.44
South,MetropolitanArea,4,18,603.04
Midwest,NotMetropolitanArea,25,12,405.29
South,MetropolitanArea,23,13,542.74
South,MetropolitanArea,6,12,403.61
West,NotMetropolitanArea,5,12,370.37
South,MetropolitanArea,11,12,593.54
West,MetropolitanArea,19,12,925.93
Midwest,NotMetropolitanArea,3,18,284.9
West,MetropolitanArea,11,14,474.83
Midwest,MetropolitanArea,13,14,299.15
South,MetropolitanArea,3,15,166.19
Northeast,MetropolitanArea,13,18,501.12
Northeast,NotMetropolitanArea,25,12,327.43
West,NotMetropolitanArea,1,12,87.96
South,MetropolitanArea,42,0,395.06
South,NotMetropolitanArea,43,8,688.51
South,MetropolitanArea,33,13,1111.11
West,MetropolitanArea,5,13,427.35
Northeast,MetropolitanArea,8,12,463.59
Midwest,NotMetropolitanArea,7,12,498.58
Northeast,NotMetropolitanArea,29,12,451.09
West,NotMetropolitanArea,4,12,364.67
West,NotMetropolitanArea,13,16,712.25
Midwest,MetropolitanArea,41,14,593.54
Midwest,MetropolitanArea,10,17,781.72
West,MetropolitanArea,10,14,664.77
West,MetropolitanArea,5,16,878.44
Northeast,NotMetropolitanArea,10,18,830.96
Midwest,NotMetropolitanArea,10,16,552.13
West,MetropolitanArea,17,16,593.54
South,MetropolitanArea,24,14,1032.76
Northeast,MetropolitanArea,5,16,673.08
Midwest,MetropolitanArea,29,12,713.58
Midwest,MetropolitanArea,3,16,138.57
Midwest,MetropolitanArea,6,12,469.14
South,MetropolitanArea,15,13,132.28
Midwest,MetropolitanArea,13,12,403.61
Midwest,MetropolitanArea,3,15,593.54
Northeast,MetropolitanArea,36,12,277.78
Northeast,MetropolitanArea,19,16,902.18
Northeast,MetropolitanArea,34,14,356.13
Midwest,NotMetropolitanArea,4,12,237.42
Midwest,NotMetropolitanArea,16,12,709.25
South,MetropolitanArea,16,16,617.28
Northeast,MetropolitanArea,8,16,987.65
South,MetropolitanArea,27,12,841.75
South,MetropolitanArea,26,12,332.38
South,MetropolitanArea,23,14,1543.21
South,NotMetropolitanArea,23,18,311.02
South,NotMetropolitanArea,18,12,617.28
Midwest,NotMetropolitanArea,6,12,237.42
South,MetropolitanArea,20,12,759.73
Northeast,MetropolitanArea,10,12,284.9
West,MetropolitanArea,4,16,498.58
Midwest,MetropolitanArea,39,18,1780.63
Midwest,MetropolitanArea,28,12,432.1
West,MetropolitanArea,11,16,1471.98
Midwest,MetropolitanArea,8,14,472.04
Midwest,NotMetropolitanArea,2,18,308.64
Midwest,MetropolitanArea,36,10,685.87
West,MetropolitanArea,21,12,140.08
Midwest,MetropolitanArea,39,14,197.53
South,MetropolitanArea,4,17,522.32
Midwest,NotMetropolitanArea,41,18,1032.38
West,NotMetropolitanArea,19,12,598.69
West,MetropolitanArea,11,12,997.15
Midwest,MetropolitanArea,9,13,279.05
Midwest,MetropolitanArea,17,16,830.96
Northeast,MetropolitanArea,7,12,830.96
South,MetropolitanArea,3,12,325.26
Northeast,MetropolitanArea,7,14,712.25
Northeast,MetropolitanArea,1,16,474.83
Midwest,MetropolitanArea,6,16,522.32
South,MetropolitanArea,10,12,415.48
Northeast,MetropolitanArea,22,12,370.37
Midwest,MetropolitanArea,42,8,213.68
West,NotMetropolitanArea,29,12,617.28
West,MetropolitanArea,12,18,759.73
South,NotMetropolitanArea,8,9,150.43
Midwest,NotMetropolitanArea,4,12,403.61
Midwest,MetropolitanArea,24,13,878.44
West,MetropolitanArea,9,13,186.66
Midwest,MetropolitanArea,24,10,617.28
Northeast,MetropolitanArea,1,14,308.64
West,MetropolitanArea,18,12,565.65
Midwest,MetropolitanArea,7,12,379.87
South,MetropolitanArea,34,14,659.5
South,NotMetropolitanArea,1,11,123.46
Midwest,NotMetropolitanArea,31,2,712.25
West,MetropolitanArea,22,18,1187.08
West,MetropolitanArea,2,12,296.3
South,MetropolitanArea,8,14,688.51
Northeast,NotMetropolitanArea,3,16,107.19
West,MetropolitanArea,9,12,474.83
West,MetropolitanArea,43,16,1780.63
Northeast,MetropolitanArea,28,12,902.18
South,MetropolitanArea,10,14,593.54
West,NotMetropolitanArea,17,16,411.52
Midwest,MetropolitanArea,8,12,498.58
West,MetropolitanArea,28,14,1020.89
South,MetropolitanArea,6,14,641.03
South,MetropolitanArea,30,18,1614.43
Northeast,NotMetropolitanArea,28,12,379.87
Northeast,MetropolitanArea,12,16,759.73
South,MetropolitanArea,40,3,569.8
South,MetropolitanArea,3,12,130.82
West,NotMetropolitanArea,3,16,783.48
Northeast,NotMetropolitanArea,23,12,474.83
South,MetropolitanArea,3,15,403.61
Northeast,MetropolitanArea,7,16,1092.12
Midwest,MetropolitanArea,17,13,569.8
Midwest,MetropolitanArea,19,15,1187.08
West,MetropolitanArea,18,6,213.68
South,NotMetropolitanArea,14,9,284.9
South,NotMetropolitanArea,29,12,593.54
Midwest,NotMetropolitanArea,17,18,712.25
West,NotMetropolitanArea,12,18,363.25
South,MetropolitanArea,13,14,308.64
